"Gene","ModuleColor","ModuleLabel"
"BCAT1","blue",2
"BCAT2","turquoise",1
"BCCIP","turquoise",1
"BCDIN3D","turquoise",1
"BCKDHA","blue",2
"BCKDHB","turquoise",1
"BCKDK","blue",2
"BCL11A","blue",2
"BCL11B","blue",2
"BCL2","blue",2
"BCL2L1","green",5
"BCL2L11","brown",3
"BCL2L12","turquoise",1
"BCL2L13","turquoise",1
"BCL2L14","brown",3
"BCL2L15","blue",2
"BCL2L2","brown",3
"BCL3","grey",0
"BCL6","blue",2
"BCL6B","yellow",4
"BCL7A","grey",0
"BCL7B","grey",0
"BCL7C","blue",2
"BCL9","grey",0
"BCL9L","green",5
"BCLAF1","turquoise",1
"BCMO1","red",6
"BCO2","blue",2
"BCR","blue",2
"BCS1L","turquoise",1
"BDH1","blue",2
"BDH2","turquoise",1
"BDKRB1","brown",3
"BDKRB2","yellow",4
"BDNF","yellow",4
"BDNFOS","turquoise",1
"BDP1","grey",0
"BEAN","grey",0
"BECN1","turquoise",1
"BEGAIN","brown",3
"BEND3","grey",0
"BEND4","blue",2
"BEND5","grey",0
"BEND6","turquoise",1
"BEND7","grey",0
"BEST1","brown",3
"BEST3","grey",0
"BEST4","grey",0
"BET1","turquoise",1
"BET1L","turquoise",1
"BET3L","brown",3
"BFAR","grey",0
"BFSP1","grey",0
"BFSP2","grey",0
"BGLAP","blue",2
"BHLHA15","blue",2
"BHLHA9","brown",3
"BHLHE22","yellow",4
"BHLHE23","blue",2
"BHLHE40","blue",2
"BHLHE41","grey",0
"BHMT","brown",3
"BHMT2","green",5
"BICC1","brown",3
"BICD1","grey",0
"BICD2","grey",0
"BID","turquoise",1
"BIK","grey",0
"BIN1","brown",3
"BIN2","grey",0
"BIN3","grey",0
"BIRC2","grey",0
"BIRC3","turquoise",1
"BIRC5","grey",0
"BIRC6","turquoise",1
"BIRC8","grey",0
"BIVM","turquoise",1
"BLCAP","grey",0
"BLID","brown",3
"BLK","green",5
"BLM","blue",2
"BLMH","grey",0
"BLNK","grey",0
"BLOC1S1","brown",3
"BLOC1S2","grey",0
"BLOC1S3","turquoise",1
"BLVRA","brown",3
"BLVRB","turquoise",1
"BLZF1","turquoise",1
"BMF","blue",2
"BMI1","brown",3
"BMP1","brown",3
"BMP2","yellow",4
"BMP2K","grey",0
"BMP3","yellow",4
"BMP4","yellow",4
"BMP6","brown",3
"BMP7","yellow",4
"BMP8A","turquoise",1
"BMPER","grey",0
"BMPR1A","brown",3
"BMS1","yellow",4
"BNC1","yellow",4
"BNIP1","grey",0
"BNIP2","turquoise",1
"BNIP3","grey",0
"BNIP3L","blue",2
"BNIPL","grey",0
"BOC","brown",3
"BOD1","grey",0
"BOD1L","turquoise",1
"BOK","yellow",4
"BOLA1","turquoise",1
"BOLA3","brown",3
"BOLL","grey",0
"BOP1","grey",0
"BPESC1","brown",3
"BPGM","turquoise",1
"BPHL","grey",0
"BPI","turquoise",1
"BPIL2","blue",2
"BPNT1","turquoise",1
"BRAF","grey",0
"BRAP","turquoise",1
"BRCA2","blue",2
"BRD1","grey",0
"BRD2","blue",2
"BRD3","turquoise",1
"BRD4","blue",2
"BRD8","blue",2
"BRD9","turquoise",1
"BRDT","green",5
"BRE","turquoise",1
"BREA2","turquoise",1
"BRF1","blue",2
"BRF2","turquoise",1
"BRI3","grey",0
"BRI3BP","turquoise",1
"BRIX1","turquoise",1
"BRMS1","turquoise",1
"BRP44","turquoise",1
"BRP44L","blue",2
"BRPF1","turquoise",1
"BRPF3","grey",0
"BRSK1","grey",0
"BRSK2","grey",0
"BRUNOL4","yellow",4
"BRUNOL5","brown",3
"BRUNOL6","grey",0
"BRWD1","turquoise",1
"BSCL2","grey",0
"BSN","brown",3
"BSND","brown",3
"BSPRY","brown",3
"BST1","grey",0
"BST2","grey",0
"BSX","turquoise",1
"BTAF1","grey",0
"BTBD1","grey",0
"BTBD10","grey",0
"BTBD11","blue",2
"BTBD12","blue",2
"BTBD16","grey",0
"BTBD17","brown",3
"BTBD19","grey",0
"BTBD2","grey",0
"BTBD3","yellow",4
"BTBD6","grey",0
"BTBD7","grey",0
"BTBD8","turquoise",1
"BTBD9","turquoise",1
"BTC","grey",0
"BTD","turquoise",1
"BTF3","turquoise",1
"BTF3L1","brown",3
"BTF3L4","turquoise",1
"BTG1","turquoise",1
"BTG2","turquoise",1
"BTG3","blue",2
"BTG4","green",5
"BTLA","blue",2
"BTN1A1","brown",3
"BTN2A1","turquoise",1
"BTN2A3","turquoise",1
"BTN3A2","blue",2
"BTNL2","brown",3
"BTNL8","brown",3
"BTNL9","yellow",4
"BTRC","turquoise",1
"BUB1","turquoise",1
"BUB1B","blue",2
"BUB3","green",5
"BUD13","grey",0
"BUD31","grey",0
"BVES","turquoise",1
"BYSL","turquoise",1
"BZRAP1","blue",2
"BZW1","turquoise",1
"BZW2","grey",0
"C10orf10","blue",2
"C10orf104","green",5
"C10orf105","blue",2
"C10orf107","brown",3
"C10orf11","grey",0
"C10orf110","blue",2
"C10orf111","grey",0
"C10orf113","blue",2
"C10orf114","grey",0
"C10orf116","blue",2
"C10orf118","turquoise",1
"C10orf122","brown",3
"C10orf125","grey",0
"C10orf128","blue",2
"C10orf129","brown",3
"C10orf131","turquoise",1
"C10orf137","turquoise",1
"C10orf140","blue",2
"C10orf18","blue",2
"C10orf2","turquoise",1
"C10orf25","blue",2
"C10orf26","brown",3
"C10orf27","blue",2
"C10orf28","green",5
"C10orf35","grey",0
"C10orf41","yellow",4
"C10orf46","blue",2
"C10orf47","grey",0
"C10orf53","yellow",4
"C10orf54","turquoise",1
"C10orf55","brown",3
"C10orf57","turquoise",1
"C10orf58","blue",2
"C10orf62","brown",3
"C10orf71","brown",3
"C10orf72","green",5
"C10orf75","turquoise",1
"C10orf76","grey",0
"C10orf78","turquoise",1
"C10orf79","blue",2
"C10orf82","grey",0
"C10orf84","turquoise",1
"C10orf90","green",5
"C10orf91","blue",2
"C10orf93","brown",3
"C10orf95","blue",2
"C10orf99","blue",2
"C11orf1","turquoise",1
"C11orf10","grey",0
"C11orf16","grey",0
"C11orf17","grey",0
"C11orf2","turquoise",1
"C11orf20","turquoise",1
"C11orf21","blue",2
"C11orf24","turquoise",1
"C11orf30","blue",2
"C11orf31","turquoise",1
"C11orf34","brown",3
"C11orf35","grey",0
"C11orf36","grey",0
"C11orf41","brown",3
"C11orf42","blue",2
"C11orf45","blue",2
"C11orf46","grey",0
"C11orf48","turquoise",1
"C11orf49","turquoise",1
"C11orf51","grey",0
"C11orf52","grey",0
"C11orf53","blue",2
"C11orf54","turquoise",1
"C11orf57","turquoise",1
"C11orf58","yellow",4
"C11orf59","turquoise",1
"C11orf60","turquoise",1
"C11orf63","grey",0
"C11orf65","turquoise",1
"C11orf67","turquoise",1
"C11orf68","grey",0
"C11orf70","grey",0
"C11orf71","turquoise",1
"C11orf73","turquoise",1
"C11orf74","blue",2
"C11orf75","blue",2
"C11orf80","grey",0
"C11orf82","turquoise",1
"C11orf83","turquoise",1
"C11orf84","turquoise",1
"C11orf85","brown",3
"C11orf87","yellow",4
"C11orf88","blue",2
"C11orf9","brown",3
"C11orf90","brown",3
"C11orf91","grey",0
"C11orf92","yellow",4
"C11orf93","blue",2
"C11orf94","grey",0
"C11orf95","grey",0
"C12orf10","turquoise",1
"C12orf11","turquoise",1
"C12orf12","grey",0
"C12orf23","grey",0
"C12orf24","turquoise",1
"C12orf26","turquoise",1
"C12orf29","green",5
"C12orf34","yellow",4
"C12orf35","turquoise",1
"C12orf36","green",5
"C12orf39","turquoise",1
"C12orf4","turquoise",1
"C12orf40","turquoise",1
"C12orf41","turquoise",1
"C12orf42","brown",3
"C12orf43","green",5
"C12orf44","turquoise",1
"C12orf45","turquoise",1
"C12orf47","turquoise",1
"C12orf48","grey",0
"C12orf49","grey",0
"C12orf5","turquoise",1
"C12orf52","turquoise",1
"C12orf56","brown",3
"C12orf57","blue",2
"C12orf60","turquoise",1
"C12orf61","grey",0
"C12orf62","turquoise",1
"C12orf65","grey",0
"C12orf66","turquoise",1
"C12orf70","blue",2
"C12orf71","blue",2
"C12orf72","blue",2
"C12orf73","turquoise",1
"C12orf74","blue",2
"C12orf75","grey",0
"C12orf77","blue",2
"C13orf1","grey",0
"C13orf15","turquoise",1
"C13orf16","brown",3
"C13orf23","turquoise",1
"C13orf26","grey",0
"C13orf27","turquoise",1
"C13orf28","brown",3
"C13orf30","blue",2
"C13orf31","grey",0
"C13orf33","grey",0
"C13orf34","grey",0
"C13orf35","blue",2
"C13orf36","yellow",4
"C13orf37","grey",0
"C13orf38","grey",0
"C14orf1","turquoise",1
"C14orf101","turquoise",1
"C14orf102","turquoise",1
"C14orf104","turquoise",1
"C14orf105","grey",0
"C14orf106","grey",0
"C14orf109","grey",0
"C14orf115","brown",3
"C14orf118","turquoise",1
"C14orf126","grey",0
"C14orf128","turquoise",1
"C14orf132","turquoise",1
"C14orf133","turquoise",1
"C14orf139","grey",0
"C14orf142","turquoise",1
"C14orf143","turquoise",1
"C14orf145","turquoise",1
"C14orf149","turquoise",1
"C14orf153","turquoise",1
"C14orf156","turquoise",1
"C14orf159","blue",2
"C14orf162","brown",3
"C14orf166B","brown",3
"C14orf167","grey",0
"C14orf169","grey",0
"C14orf174","turquoise",1
"C14orf176","turquoise",1
"C14orf180","brown",3
"C14orf181","green",5
"C14orf182","blue",2
"C14orf184","blue",2
"C14orf2","blue",2
"C14orf21","turquoise",1
"C14orf23","yellow",4
"C14orf28","turquoise",1
"C14orf33","grey",0
"C14orf34","brown",3
"C14orf37","yellow",4
"C14orf4","blue",2
"C14orf43","turquoise",1
"C14orf45","blue",2
"C14orf48","grey",0
"C14orf49","grey",0
"C14orf50","grey",0
"C14orf64","blue",2
"C14orf68","brown",3
"C14orf70","grey",0
"C14orf72","brown",3
"C14orf73","brown",3
"C14orf79","grey",0
"C14orf80","grey",0
"C14orf86","brown",3
"C14orf93","turquoise",1
"C15orf17","grey",0
"C15orf2","grey",0
"C15orf21","turquoise",1
"C15orf23","turquoise",1
"C15orf24","grey",0
"C15orf26","blue",2
"C15orf27","grey",0
"C15orf28","grey",0
"C15orf29","turquoise",1
"C15orf33","grey",0
"C15orf34","turquoise",1
"C15orf37","grey",0
"C15orf38","yellow",4
"C15orf39","brown",3
"C15orf40","grey",0
"C15orf41","turquoise",1
"C15orf42","turquoise",1
"C15orf44","blue",2
"C15orf50","blue",2
"C15orf52","blue",2
"C15orf54","blue",2
"C15orf56","turquoise",1
"C15orf57","turquoise",1
"C15orf58","grey",0
"C15orf60","brown",3
"C15orf62","brown",3
"C15orf63","grey",0
"C16orf10","grey",0
"C16orf11","green",5
"C16orf13","blue",2
"C16orf38","blue",2
"C16orf42","grey",0
"C16orf45","blue",2
"C16orf46","turquoise",1
"C16orf5","brown",3
"C16orf52","blue",2
"C16orf53","green",5
"C16orf54","turquoise",1
"C16orf55","grey",0
"C16orf57","turquoise",1
"C16orf58","blue",2
"C16orf59","turquoise",1
"C16orf61","grey",0
"C16orf62","turquoise",1
"C16orf63","turquoise",1
"C16orf65","turquoise",1
"C16orf67","grey",0
"C16orf68","blue",2
"C16orf7","turquoise",1
"C16orf70","blue",2
"C16orf71","turquoise",1
"C16orf72","turquoise",1
"C16orf73","grey",0
"C16orf74","yellow",4
"C16orf78","brown",3
"C16orf80","turquoise",1
"C16orf81","blue",2
"C16orf82","brown",3
"C16orf87","turquoise",1
"C16orf88","turquoise",1
"C16orf89","brown",3
"C16orf91","grey",0
"C16orf93","turquoise",1
"C17orf100","turquoise",1
"C17orf101","blue",2
"C17orf102","yellow",4
"C17orf105","blue",2
"C17orf106","grey",0
"C17orf108","blue",2
"C17orf28","blue",2
"C17orf37","grey",0
"C17orf39","turquoise",1
"C17orf42","turquoise",1
"C17orf44","blue",2
"C17orf46","turquoise",1
"C17orf47","brown",3
"C17orf48","turquoise",1
"C17orf49","grey",0
"C17orf50","grey",0
"C17orf53","turquoise",1
"C17orf54","brown",3
"C17orf56","grey",0
"C17orf58","blue",2
"C17orf59","blue",2
"C17orf61","grey",0
"C17orf62","grey",0
"C17orf63","turquoise",1
"C17orf64","blue",2
"C17orf65","grey",0
"C17orf67","turquoise",1
"C17orf68","blue",2
"C17orf70","grey",0
"C17orf72","grey",0
"C17orf73","green",5
"C17orf74","blue",2
"C17orf75","grey",0
"C17orf76","blue",2
"C17orf79","turquoise",1
"C17orf80","turquoise",1
"C17orf81","turquoise",1
"C17orf82","turquoise",1
"C17orf85","green",5
"C17orf86","blue",2
"C17orf87","blue",2
"C17orf89","blue",2
"C17orf90","blue",2
"C17orf91","blue",2
"C17orf93","yellow",4
"C17orf95","grey",0
"C17orf96","blue",2
"C17orf97","grey",0
"C17orf99","grey",0
"C18orf1","blue",2
"C18orf10","grey",0
"C18orf16","grey",0
"C18orf18","turquoise",1
"C18orf19","grey",0
"C18orf20","brown",3
"C18orf21","turquoise",1
"C18orf22","turquoise",1
"C18orf25","turquoise",1
"C18orf32","turquoise",1
"C18orf34","yellow",4
"C18orf45","turquoise",1
"C18orf54","turquoise",1
"C18orf55","turquoise",1
"C18orf56","turquoise",1
"C18orf62","yellow",4
"C19orf10","turquoise",1
"C19orf12","turquoise",1
"C19orf18","brown",3
"C19orf2","turquoise",1
"C19orf20","turquoise",1
"C19orf21","blue",2
"C19orf22","grey",0
"C19orf23","turquoise",1
"C19orf24","grey",0
"C19orf25","turquoise",1
"C19orf26","turquoise",1
"C19orf28","blue",2
"C19orf29","turquoise",1
"C19orf33","blue",2
"C19orf34","turquoise",1
"C19orf35","blue",2
"C19orf36","green",5
"C19orf38","blue",2
"C19orf39","turquoise",1
"C19orf40","turquoise",1
"C19orf41","yellow",4
"C19orf42","turquoise",1
"C19orf44","turquoise",1
"C19orf45","grey",0
"C19orf47","turquoise",1
"C19orf48","grey",0
"C19orf50","turquoise",1
"C19orf51","turquoise",1
"C19orf52","green",5
"C19orf53","turquoise",1
"C19orf54","turquoise",1
"C19orf55","brown",3
"C19orf56","grey",0
"C19orf57","grey",0
"C19orf59","blue",2
"C19orf6","grey",0
"C19orf60","grey",0
"C19orf61","turquoise",1
"C19orf62","turquoise",1
"C19orf63","grey",0
"C19orf69","brown",3
"C19orf71","blue",2
"C19orf73","grey",0
"C19orf76","blue",2
"C19orf77","grey",0
"C1D","turquoise",1
"C1GALT1","blue",2
"C1QA","brown",3
"C1QB","brown",3
"C1QBP","turquoise",1
"C1QC","brown",3
"C1QL1","grey",0
"C1QL2","yellow",4
"C1QL3","brown",3
"C1QL4","brown",3
"C1QTNF1","brown",3
"C1QTNF2","grey",0
"C1QTNF3","blue",2
"C1QTNF5","blue",2
"C1QTNF6","blue",2
"C1QTNF7","brown",3
"C1QTNF8","brown",3
"C1QTNF9B","grey",0
"C1R","yellow",4
"C1RL","turquoise",1
"C1S","yellow",4
"C1orf100","blue",2
"C1orf103","turquoise",1
"C1orf104","brown",3
"C1orf105","grey",0
"C1orf106","brown",3
"C1orf107","grey",0
"C1orf109","turquoise",1
"C1orf111","brown",3
"C1orf112","turquoise",1
"C1orf113","blue",2
"C1orf114","brown",3
"C1orf115","blue",2
"C1orf122","turquoise",1
"C1orf123","turquoise",1
"C1orf124","turquoise",1
"C1orf125","brown",3
"C1orf126","blue",2
"C1orf127","blue",2
"C1orf128","turquoise",1
"C1orf130","brown",3
"C1orf131","turquoise",1
"C1orf133","green",5
"C1orf135","grey",0
"C1orf141","grey",0
"C1orf144","turquoise",1
"C1orf146","brown",3
"C1orf150","blue",2
"C1orf151","turquoise",1
"C1orf156","turquoise",1
"C1orf158","blue",2
"C1orf159","blue",2
"C1orf161","blue",2
"C1orf162","blue",2
"C1orf163","grey",0
"C1orf168","brown",3
"C1orf170","brown",3
"C1orf173","blue",2
"C1orf174","blue",2
"C1orf175","blue",2
"C1orf177","blue",2
"C1orf182","turquoise",1
"C1orf183","grey",0
"C1orf190","brown",3
"C1orf192","blue",2
"C1orf194","turquoise",1
"C1orf198","brown",3
"C1orf200","turquoise",1
"C1orf203","turquoise",1
"C1orf204","blue",2
"C1orf21","brown",3
"C1orf210","brown",3
"C1orf212","turquoise",1
"C1orf213","blue",2
"C1orf216","grey",0
"C1orf220","blue",2
"C1orf226","brown",3
"C1orf228","blue",2
"C1orf229","yellow",4
"C1orf230","green",5
"C1orf25","turquoise",1
"C1orf26","turquoise",1
"C1orf27","turquoise",1
"C1orf31","turquoise",1
"C1orf35","grey",0
"C1orf38","grey",0
"C1orf43","turquoise",1
"C1orf49","brown",3
"C1orf50","turquoise",1
"C1orf51","yellow",4
"C1orf53","brown",3
"C1orf54","blue",2
"C1orf55","turquoise",1
"C1orf56","grey",0
"C1orf57","grey",0
"C1orf58","grey",0
"C1orf59","grey",0
"C1orf61","grey",0
"C1orf63","grey",0
"C1orf66","turquoise",1
"C1orf69","blue",2
"C1orf70","grey",0
"C1orf74","turquoise",1
"C1orf77","green",5
"C1orf83","blue",2
"C1orf84","grey",0
"C1orf86","grey",0
"C1orf88","blue",2
"C1orf89","grey",0
"C1orf9","grey",0
"C1orf91","turquoise",1
"C1orf92","blue",2
"C1orf93","grey",0
"C1orf94","yellow",4
"C1orf95","turquoise",1
"C1orf96","grey",0
"C1orf97","turquoise",1
"C2","brown",3
"C20orf103","yellow",4
"C20orf107","brown",3
"C20orf108","grey",0
"C20orf11","turquoise",1
"C20orf111","turquoise",1
"C20orf112","turquoise",1
"C20orf114","brown",3
"C20orf117","turquoise",1
"C20orf118","grey",0
"C20orf12","turquoise",1
"C20orf123","blue",2
"C20orf132","turquoise",1
"C20orf135","blue",2
"C20orf141","grey",0
"C20orf144","grey",0
"C20orf151","grey",0
"C20orf160","green",5
"C20orf165","grey",0
"C20orf166","brown",3
"C20orf177","turquoise",1
"C20orf185","brown",3
"C20orf186","blue",2
"C20orf194","grey",0
"C20orf195","turquoise",1
"C20orf196","turquoise",1
"C20orf197","blue",2
"C20orf199","green",5
"C20orf20","turquoise",1
"C20orf200","turquoise",1
"C20orf201","blue",2
"C20orf202","green",5
"C20orf24","turquoise",1
"C20orf26","blue",2
"C20orf27","blue",2
"C20orf29","turquoise",1
"C20orf3","blue",2
"C20orf30","turquoise",1
"C20orf4","turquoise",1
"C20orf43","turquoise",1
"C20orf46","blue",2
"C20orf54","blue",2
"C20orf56","yellow",4
"C20orf7","turquoise",1
"C20orf71","brown",3
"C20orf72","turquoise",1
"C20orf79","brown",3
"C20orf85","grey",0
"C20orf94","turquoise",1
"C20orf96","blue",2
"C21orf119","turquoise",1
"C21orf121","brown",3
"C21orf122","grey",0
"C21orf125","blue",2
"C21orf2","grey",0
"C21orf29","green",5
"C21orf33","blue",2
"C21orf34","grey",0
"C21orf45","turquoise",1
"C21orf49","grey",0
"C21orf57","grey",0
"C21orf58","grey",0
"C21orf59","turquoise",1
"C21orf62","blue",2
"C21orf63","blue",2
"C21orf66","grey",0
"C21orf67","turquoise",1
"C21orf7","blue",2
"C21orf70","blue",2
"C21orf82","brown",3
"C21orf84","grey",0
"C21orf88","yellow",4
"C21orf91","grey",0
"C22orf13","turquoise",1
"C22orf15","brown",3
"C22orf23","grey",0
"C22orf24","brown",3
"C22orf25","blue",2
"C22orf26","blue",2
"C22orf27","grey",0
"C22orf28","turquoise",1
"C22orf29","grey",0
"C22orf30","green",5
"C22orf32","turquoise",1
"C22orf33","blue",2
"C22orf34","grey",0
"C22orf36","grey",0
"C22orf39","green",5
"C22orf40","grey",0
"C22orf41","grey",0
"C22orf42","brown",3
"C22orf45","brown",3
"C22orf46","turquoise",1
"C22orf9","green",5
"C2CD2","blue",2
"C2CD2L","turquoise",1
"C2CD3","turquoise",1
"C2CD4A","brown",3
"C2CD4B","green",5
"C2CD4C","grey",0
"C2CD4D","grey",0
"C2orf15","grey",0
"C2orf16","green",5
"C2orf18","grey",0
"C2orf24","turquoise",1
"C2orf28","turquoise",1
"C2orf3","grey",0
"C2orf34","yellow",4
"C2orf39","yellow",4
"C2orf40","yellow",4
"C2orf42","turquoise",1
"C2orf43","turquoise",1
"C2orf44","turquoise",1
"C2orf47","turquoise",1
"C2orf48","grey",0
"C2orf49","turquoise",1
"C2orf50","grey",0
"C2orf52","turquoise",1
"C2orf54","brown",3
"C2orf55","brown",3
"C2orf56","turquoise",1
"C2orf57","blue",2
"C2orf58","blue",2
"C2orf60","turquoise",1
"C2orf61","brown",3
"C2orf62","brown",3
"C2orf64","turquoise",1
"C2orf66","brown",3
"C2orf67","turquoise",1
"C2orf68","grey",0
"C2orf69","blue",2
"C2orf7","turquoise",1
"C2orf70","grey",0
"C2orf71","brown",3
"C2orf72","brown",3
"C2orf73","turquoise",1
"C2orf76","turquoise",1
"C2orf77","turquoise",1
"C2orf79","turquoise",1
"C2orf80","grey",0
"C2orf81","brown",3
"C2orf82","brown",3
"C2orf85","brown",3
"C2orf86","turquoise",1
"C2orf88","blue",2
"C2orf89","grey",0
"C2orf90","brown",3
"C3","grey",0
"C3AR1","blue",2
"C3orf1","turquoise",1
"C3orf10","grey",0
"C3orf14","yellow",4
"C3orf15","yellow",4
"C3orf16","brown",3
"C3orf17","turquoise",1
"C3orf18","blue",2
"C3orf19","yellow",4
"C3orf21","blue",2
"C3orf22","blue",2
"C3orf23","turquoise",1
"C3orf25","brown",3
"C3orf26","brown",3
"C3orf27","grey",0
"C3orf30","brown",3
"C3orf31","brown",3
"C3orf32","brown",3
"C3orf33","blue",2
"C3orf34","turquoise",1
"C3orf36","blue",2
"C3orf37","blue",2
"C3orf38","grey",0
"C3orf39","grey",0
"C3orf42","grey",0
"C3orf43","green",5
"C3orf45","brown",3
"C3orf47","grey",0
"C3orf50","blue",2
"C3orf51","green",5
"C3orf52","blue",2
"C3orf54","turquoise",1
"C3orf55","yellow",4
"C3orf57","blue",2
"C3orf58","turquoise",1
"C3orf59","yellow",4
"C3orf64","blue",2
"C3orf66","blue",2
"C3orf67","grey",0
"C3orf70","grey",0
"C3orf71","turquoise",1
"C3orf72","yellow",4
"C3orf74","blue",2
"C3orf75","turquoise",1
"C3orf79","blue",2
"C4BPA","blue",2
"C4orf10","brown",3
"C4orf12","yellow",4
"C4orf14","grey",0
"C4orf19","yellow",4
"C4orf21","turquoise",1
"C4orf22","blue",2
"C4orf23","grey",0
"C4orf26","green",5
"C4orf27","grey",0
"C4orf29","turquoise",1
"C4orf3","turquoise",1
"C4orf31","brown",3
"C4orf32","turquoise",1
"C4orf33","grey",0
"C4orf34","turquoise",1
"C4orf36","brown",3
"C4orf38","yellow",4
"C4orf39","brown",3
"C4orf41","blue",2
"C4orf42","grey",0
"C4orf43","turquoise",1
"C4orf44","blue",2
"C4orf45","blue",2
"C4orf46","turquoise",1
"C4orf48","turquoise",1
"C4orf49","brown",3
"C4orf50","grey",0
"C4orf51","brown",3
"C4orf52","grey",0
"C5AR1","blue",2
"C5orf13","blue",2
"C5orf20","green",5
"C5orf22","blue",2
"C5orf23","brown",3
"C5orf24","grey",0
"C5orf27","blue",2
"C5orf28","turquoise",1
"C5orf32","blue",2
"C5orf33","turquoise",1
"C5orf35","grey",0
"C5orf36","turquoise",1
"C5orf37","turquoise",1
"C5orf38","yellow",4
"C5orf39","blue",2
"C5orf4","blue",2
"C5orf40","green",5
"C5orf41","turquoise",1
"C5orf42","grey",0
"C5orf43","turquoise",1
"C5orf44","turquoise",1
"C5orf45","grey",0
"C5orf48","blue",2
"C5orf49","yellow",4
"C5orf51","turquoise",1
"C5orf52","grey",0
"C5orf53","brown",3
"C5orf54","turquoise",1
"C5orf55","turquoise",1
"C5orf56","turquoise",1
"C5orf58","grey",0
"C5orf62","blue",2
"C6orf1","grey",0
"C6orf10","grey",0
"C6orf103","grey",0
"C6orf105","blue",2
"C6orf106","blue",2
"C6orf108","turquoise",1
"C6orf114","turquoise",1
"C6orf115","grey",0
"C6orf118","yellow",4
"C6orf122","grey",0
"C6orf123","blue",2
"C6orf124","grey",0
"C6orf125","blue",2
"C6orf126","blue",2
"C6orf127","brown",3
"C6orf129","brown",3
"C6orf130","turquoise",1
"C6orf132","blue",2
"C6orf134","blue",2
"C6orf136","grey",0
"C6orf138","yellow",4
"C6orf142","brown",3
"C6orf145","blue",2
"C6orf146","grey",0
"C6orf147","grey",0
"C6orf15","brown",3
"C6orf153","grey",0
"C6orf154","grey",0
"C6orf155","grey",0
"C6orf162","grey",0
"C6orf165","turquoise",1
"C6orf167","grey",0
"C6orf168","grey",0
"C6orf170","grey",0
"C6orf173","turquoise",1
"C6orf174","grey",0
"C6orf176","brown",3
"C6orf182","turquoise",1
"C6orf186","blue",2
"C6orf191","brown",3
"C6orf192","turquoise",1
"C6orf195","brown",3
"C6orf201","grey",0
"C6orf203","grey",0
"C6orf204","turquoise",1
"C6orf208","grey",0
"C6orf211","grey",0
"C6orf217","grey",0
"C6orf218","yellow",4
"C6orf222","blue",2
"C6orf223","blue",2
"C6orf225","turquoise",1
"C6orf226","turquoise",1
"C6orf25","grey",0
"C6orf26","grey",0
"C6orf27","blue",2
"C6orf35","brown",3
"C6orf41","brown",3
"C6orf47","turquoise",1
"C6orf48","turquoise",1
"C6orf52","turquoise",1
"C6orf57","turquoise",1
"C6orf62","turquoise",1
"C6orf64","turquoise",1
"C6orf70","grey",0
"C6orf72","turquoise",1
"C6orf81","grey",0
"C6orf89","grey",0
"C6orf94","blue",2
"C6orf97","blue",2
"C7orf10","turquoise",1
"C7orf11","turquoise",1
"C7orf13","grey",0
"C7orf16","brown",3
"C7orf20","grey",0
"C7orf23","turquoise",1
"C7orf25","turquoise",1
"C7orf27","turquoise",1
"C7orf29","green",5
"C7orf30","turquoise",1
"C7orf31","grey",0
"C7orf34","brown",3
"C7orf36","turquoise",1
"C7orf38","turquoise",1
"C7orf4","brown",3
"C7orf40","grey",0
"C7orf41","blue",2
"C7orf43","grey",0
"C7orf44","turquoise",1
"C7orf46","grey",0
"C7orf47","grey",0
"C7orf49","turquoise",1
"C7orf50","blue",2
"C7orf51","blue",2
"C7orf52","grey",0
"C7orf55","turquoise",1
"C7orf57","yellow",4
"C7orf58","brown",3
"C7orf59","turquoise",1
"C7orf60","turquoise",1
"C7orf61","turquoise",1
"C7orf63","grey",0
"C7orf64","turquoise",1
"C7orf65","yellow",4
"C7orf68","grey",0
"C7orf70","turquoise",1
"C8ORFK29","grey",0
"C8orf12","brown",3
"C8orf22","brown",3
"C8orf33","grey",0
"C8orf34","yellow",4
"C8orf37","grey",0
"C8orf38","blue",2
"C8orf40","turquoise",1
"C8orf41","turquoise",1
"C8orf42","grey",0
"C8orf44","yellow",4
"C8orf46","green",5
"C8orf47","grey",0
"C8orf48","yellow",4
"C8orf51","blue",2
"C8orf55","grey",0
"C8orf56","blue",2
"C8orf58","blue",2
"C8orf59","turquoise",1
"C8orf71","grey",0
"C8orf73","grey",0
"C8orf75","blue",2
"C8orf77","grey",0
"C8orf83","yellow",4
"C8orf84","yellow",4
"C8orf85","grey",0
"C8orf86","grey",0
"C9orf100","turquoise",1
"C9orf106","blue",2
"C9orf114","turquoise",1
"C9orf119","turquoise",1
"C9orf122","yellow",4
"C9orf125","brown",3
"C9orf128","grey",0
"C9orf131","blue",2
"C9orf139","blue",2
"C9orf140","turquoise",1
"C9orf150","yellow",4
"C9orf156","turquoise",1
"C9orf16","grey",0
"C9orf163","turquoise",1
"C9orf167","blue",2
"C9orf169","yellow",4
"C9orf170","grey",0
"C9orf171","grey",0
"C9orf21","brown",3
"C9orf25","blue",2
"C9orf27","brown",3
"C9orf3","turquoise",1
"C9orf30","grey",0
"C9orf41","turquoise",1
"C9orf47","brown",3
"C9orf5","turquoise",1
"C9orf50","blue",2
"C9orf6","turquoise",1
"C9orf64","grey",0
"C9orf68","turquoise",1
"C9orf69","blue",2
"C9orf7","turquoise",1
