DMR,Gene,Assignment_Type,Distance_to_TSS
chr20_DMR_115,PI3,CpG,0.0
chr20_DMR_116,TMEM90B,CpG,0.0
chr20_DMR_117,SPTLC3,CpG,0.0
chr20_DMR_118,SRC,CpG,0.0
chr20_DMR_119,KCNS1,CpG,0.0
chr20_DMR_120,PREX1,CpG,0.0
chr20_DMR_121,SPEF1,CpG,0.0
chr20_DMR_122,NAA20,CpG,0.0
chr20_DMR_123,RALGAPA2,CpG,0.0
chr20_DMR_124,SPINLW1,CpG,0.0
chr20_DMR_125,MMP9,CpG,0.0
chr20_DMR_126,CTSA,CpG,0.0
chr20_DMR_126,NEURL2,CpG,0.0
chr20_DMR_127,PLUNC,CpG,0.0
chr20_DMR_128,ZNF335,CpG,0.0
chr20_DMR_129,SIRPB1,CpG,0.0
chr20_DMR_130,C20orf185,CpG,0.0
chr20_DMR_131,SPATA2,CpG,0.0
chr20_DMR_132,FKBP1A,CpG,0.0
chr20_DMR_133,C20orf166,CpG,0.0
chr20_DMR_133,MIR133A2,CpG,0.0
chr20_DMR_134,ZNF337,CpG,0.0
chr20_DMR_135,BASE,CpG,0.0
chr20_DMR_136,GGT7,CpG,0.0
chr20_DMR_137,SIRPG,CpG,0.0
chr20_DMR_138,ACSS2,CpG,0.0
chr20_DMR_139,FASTKD5,CpG,0.0
chr20_DMR_139,UBOX5,CpG,0.0
chr20_DMR_140,DYNLRB1,CpG,0.0
chr20_DMR_141,STK35,CpG,0.0
chr20_DMR_142,CBFA2T2,CpG,0.0
chr20_DMR_143,SLC12A5,CpG,0.0
chr20_DMR_144,VSX1,CpG,0.0
chr20_DMR_145,KCNK15,CpG,0.0
chr20_DMR_146,MATN4,CpG,0.0
chr20_DMR_146,RBPJL,CpG,0.0
chr20_DMR_147,VPS16,CpG,0.0
chr20_DMR_147,FAM113A,CpG,0.0
chr20_DMR_150,FAM83C,CpG,0.0
chr20_DMR_152,CD40,CpG,0.0
chr20_DMR_153,NRSN2,CpG,0.0
chr20_DMR_154,L3MBTL,CpG,0.0
chr20_DMR_155,TUBB1,CpG,0.0
chr20_DMR_156,YTHDF1,CpG,0.0
chr20_DMR_157,C20orf3,CpG,0.0
chr20_DMR_158,WFDC12,CpG,0.0
chr20_DMR_159,GNAS,CpG,0.0
chr20_DMR_160,ANGPT4,CpG,0.0
chr20_DMR_161,GNASAS,CpG,0.0
chr20_DMR_162,SNAI1,CpG,0.0
chr20_DMR_163,EDEM2,CpG,0.0
chr20_DMR_164,PDYN,CpG,0.0
chr20_DMR_166,ESF1,CpG,0.0
chr20_DMR_166,C20orf7,CpG,0.0
chr20_DMR_168,KIF3B,CpG,0.0
chr20_DMR_169,SPAG4,CpG,0.0
chr20_DMR_170,PRIC285,CpG,0.0
chr20_DMR_172,ISM1,CpG,0.0
chr20_DMR_173,SNPH,CpG,0.0
chr20_DMR_174,TRPC4AP,CpG,0.0
chr20_DMR_175,SEMG1,CpG,0.0
chr20_DMR_176,WFDC3,CpG,0.0
chr20_DMR_176,DNTTIP1,CpG,0.0
chr20_DMR_177,BTBD3,CpG,0.0
chr20_DMR_178,TOMM34,CpG,0.0
chr20_DMR_179,TP53INP2,CpG,0.0
chr20_DMR_180,TMEM189-UBE2V1,CpG,0.0
chr20_DMR_180,UBE2V1,CpG,0.0
chr20_DMR_181,SLC2A10,CpG,0.0
chr20_DMR_182,SIGLEC1,CpG,0.0
chr20_DMR_183,SLC24A3,CpG,0.0
chr20_DMR_184,HM13,CpG,0.0
chr20_DMR_185,SYS1-DBNDD2,CpG,0.0
chr20_DMR_185,SYS1,CpG,0.0
chr20_DMR_186,PAX1,CpG,0.0
chr20_DMR_187,TM9SF4,CpG,0.0
chr20_DMR_188,NSFL1C,CpG,0.0
chr20_DMR_189,MIR1257,CpG,0.0
chr20_DMR_190,NPBWR2,CpG,0.0
chr20_DMR_191,HCK,CpG,0.0
chr20_DMR_192,MIR1914,CpG,0.0
chr20_DMR_192,MIR647,CpG,0.0
chr20_DMR_192,UCKL1,CpG,0.0
chr20_DMR_193,FAM110A,CpG,0.0
chr20_DMR_195,FAM83D,CpG,0.0
chr20_DMR_196,TGM3,CpG,0.0
chr20_DMR_197,POLR3F,CpG,0.0
chr20_DMR_197,C20orf12,CpG,0.0
chr20_DMR_199,C20orf72,CpG,0.0
chr20_DMR_199,SNX5,CpG,0.0
chr20_DMR_200,FERMT1,CpG,0.0
chr20_DMR_201,C20orf186,CpG,0.0
chr20_DMR_202,COL20A1,CpG,0.0
chr20_DMR_203,MYH7B,CpG,0.0
chr20_DMR_204,PABPC1L,CpG,0.0
chr20_DMR_205,C20orf29,CpG,0.0
chr20_DMR_206,SLC12A5,CpG,0.0
chr20_DMR_208,C20orf151,CpG,0.0
chr20_DMR_209,ADNP,CpG,0.0
chr20_DMR_210,SNRPB2,CpG,0.0
chr20_DMR_211,ADNP,CpG,0.0
chr20_DMR_212,NDRG3,CpG,0.0
chr20_DMR_213,GHRH,CpG,0.0
chr20_DMR_214,SS18L1,CpG,0.0
chr20_DMR_214,GTPBP5,CpG,0.0
chr20_DMR_215,C20orf96,CpG,0.0
chr20_DMR_216,SLC35C2,CpG,0.0
chr20_DMR_217,B4GALT5,CpG,0.0
chr20_DMR_218,GFRA4,CpG,0.0
chr20_DMR_219,LRRN4,CpG,0.0
chr20_DMR_222,PTK6,CpG,0.0
chr20_DMR_223,EIF2S2,CpG,0.0
chr20_DMR_224,SDCBP2,CpG,0.0
chr20_DMR_225,CD93,CpG,0.0
chr20_DMR_227,LRRN4,CpG,0.0
chr20_DMR_228,PPP1R16B,CpG,0.0
chr20_DMR_229,CDH4,CpG,0.0
chr20_DMR_230,COMMD7,CpG,0.0
chr20_DMR_231,GNAS,CpG,0.0
chr20_DMR_232,C20orf177,CpG,0.0
chr20_DMR_232,PPP1R3D,CpG,0.0
chr20_DMR_233,MIR941-2,CpG,0.0
chr20_DMR_233,DNAJC5,CpG,0.0
chr20_DMR_233,MIR941-1,CpG,0.0
chr20_DMR_233,MIR941-3,CpG,0.0
chr20_DMR_234,SLC4A11,CpG,0.0
chr20_DMR_235,TTPAL,CpG,0.0
chr20_DMR_236,DHX35,CpG,0.0
chr20_DMR_237,ZNF217,CpG,0.0
chr20_DMR_238,PANK2,CpG,0.0
chr20_DMR_239,NCOA3,CpG,0.0
chr20_DMR_240,MRPS26,CpG,0.0
chr20_DMR_240,GNRH2,CpG,0.0
chr20_DMR_241,TCEA2,CpG,0.0
chr20_DMR_242,CST9,CpG,0.0
chr20_DMR_243,CDC25B,CpG,0.0
chr20_DMR_244,KCNQ2,CpG,0.0
chr20_DMR_245,ITPA,CpG,0.0
chr20_DMR_246,ZBTB46,CpG,0.0
chr20_DMR_247,TASP1,CpG,0.0
chr20_DMR_248,WFDC2,CpG,0.0
chr20_DMR_249,REM1,CpG,0.0
chr20_DMR_249,DEFB124,CpG,0.0
chr20_DMR_250,NOP56,CpG,0.0
chr20_DMR_250,SNORD57,CpG,0.0
chr20_DMR_250,SNORD86,CpG,0.0
chr20_DMR_250,SNORD56,CpG,0.0
chr20_DMR_251,PFDN4,CpG,0.0
chr20_DMR_252,C20orf27,CpG,0.0
chr20_DMR_253,ZFP64,CpG,0.0
chr20_DMR_254,TCF15,CpG,0.0
chr20_DMR_255,C20orf111,CpG,0.0
chr20_DMR_256,NPEPL1,CpG,0.0
chr20_DMR_257,DIDO1,CpG,0.0
chr20_DMR_258,PCK1,CpG,0.0
chr20_DMR_259,MCM8,CpG,0.0
chr20_DMR_259,TRMT6,CpG,0.0
chr20_DMR_260,CSNK2A1,CpG,0.0
chr20_DMR_261,LOC643406,CpG,0.0
chr20_DMR_262,ACTR5,CpG,0.0
chr20_DMR_263,TAF4,CpG,0.0
chr20_DMR_265,PRIC285,CpG,0.0
chr20_DMR_266,ZCCHC3,CpG,0.0
chr20_DMR_268,C20orf166,CpG,0.0
chr20_DMR_268,MIR1-1,CpG,0.0
chr20_DMR_269,CEBPB,CpG,0.0
chr20_DMR_270,C20orf30,CpG,0.0
chr20_DMR_271,ID1,CpG,0.0
chr20_DMR_272,WFDC10B,CpG,0.0
chr20_DMR_273,COL20A1,CpG,0.0
chr20_DMR_274,APCDD1L,CpG,0.0
chr20_DMR_275,WFDC9,CpG,0.0
chr20_DMR_275,WFDC10A,CpG,0.0
chr20_DMR_276,CDH4,CpG,0.0
chr20_DMR_277,SCRT2,CpG,0.0
chr20_DMR_278,ENTPD6,CpG,0.0
chr20_DMR_279,EIF6,CpG,0.0
chr20_DMR_280,GZF1,CpG,0.0
chr20_DMR_281,CST7,CpG,0.0
chr20_DMR_282,RRBP1,CpG,0.0
chr20_DMR_283,CHD6,CpG,0.0
chr20_DMR_284,SAMHD1,CpG,0.0
chr20_DMR_285,HNF4A,CpG,0.0
chr20_DMR_286,JPH2,CpG,0.0
chr20_DMR_287,ERGIC3,CpG,0.0
chr20_DMR_288,ABHD12,CpG,0.0
chr20_DMR_289,SULF2,CpG,0.0
chr20_DMR_291,C20orf96,CpG,0.0
chr20_DMR_293,JAG1,CpG,0.0
chr20_DMR_294,PYGB,CpG,0.0
chr20_DMR_295,R3HDML,CpG,0.0
chr20_DMR_296,TP53INP2,CpG,0.0
chr20_DMR_297,TPD52L2,CpG,0.0
chr20_DMR_298,TOX2,CpG,0.0
chr20_DMR_299,SS18L1,CpG,0.0
chr20_DMR_299,PSMA7,CpG,0.0
chr20_DMR_300,PCIF1,CpG,0.0
chr20_DMR_301,GINS1,CpG,0.0
chr20_DMR_302,TOX2,CpG,0.0
chr20_DMR_303,STK4,CpG,0.0
chr20_DMR_304,CDH4,CpG,0.0
chr20_DMR_305,ADAM33,CpG,0.0
chr20_DMR_306,NANP,CpG,0.0
chr20_DMR_308,ACOT8,CpG,0.0
chr20_DMR_308,ZSWIM3,CpG,0.0
chr20_DMR_309,PRNP,CpG,0.0
chr20_DMR_310,CDH4,CpG,0.0
chr20_DMR_311,C20orf202,CpG,0.0
chr20_DMR_312,PAK7,CpG,0.0
chr20_DMR_313,AVP,CpG,0.0
chr20_DMR_314,PHACTR3,CpG,0.0
chr20_DMR_315,SPO11,CpG,0.0
chr20_DMR_316,MYT1,CpG,0.0
chr20_DMR_317,C20orf20,CpG,0.0
chr20_DMR_318,MAP1LC3A,CpG,0.0
chr20_DMR_319,GGT7,CpG,0.0
chr20_DMR_320,NTSR1,CpG,0.0
chr20_DMR_321,MKKS,CpG,0.0
chr20_DMR_321,C20orf94,CpG,0.0
chr20_DMR_322,DLGAP4,CpG,0.0
chr20_DMR_323,SAMD10,CpG,0.0
chr20_DMR_323,PRPF6,CpG,0.0
chr20_DMR_324,SNORA60,CpG,0.0
chr20_DMR_324,SNHG11,CpG,0.0
chr20_DMR_324,SNORA39,CpG,0.0
chr20_DMR_325,THBD,CpG,0.0
chr20_DMR_326,ARFGEF2,CpG,0.0
chr20_DMR_327,C20orf195,CpG,0.0
chr20_DMR_328,DPM1,CpG,0.0
chr20_DMR_328,MOCS3,CpG,0.0
chr20_DMR_329,RAE1,CpG,0.0
chr20_DMR_330,POFUT1,CpG,0.0
chr20_DMR_330,PLAGL2,CpG,0.0
chr20_DMR_331,CDK5RAP1,CpG,0.0
chr20_DMR_332,CDH4,CpG,0.0
chr20_DMR_333,ZHX3,CpG,0.0
chr20_DMR_334,GNASAS,CpG,0.0
chr20_DMR_334,GNAS,CpG,0.0
chr20_DMR_335,NFATC2,CpG,0.0
chr20_DMR_336,PLCB4,CpG,0.0
chr20_DMR_337,NXT1,CpG,0.0
chr20_DMR_338,C20orf54,CpG,0.0
chr20_DMR_339,CDH4,CpG,0.0
chr20_DMR_340,ARFGAP1,CpG,0.0
chr20_DMR_342,SNRPB,CpG,0.0
chr20_DMR_343,TCFL5,CpG,0.0
chr20_DMR_344,SAMD10,CpG,0.0
chr20_DMR_344,PRPF6,CpG,0.0
chr20_DMR_346,TMEM189-UBE2V1,CpG,0.0
chr20_DMR_346,TMEM189,CpG,0.0
chr20_DMR_348,SPAG4,CpG,0.0
chr20_DMR_350,C20orf107,CpG,0.0
chr20_DMR_351,CST11,CpG,0.0
chr20_DMR_352,CDH26,CpG,0.0
chr20_DMR_353,CSE1L,CpG,0.0
chr20_DMR_354,DLGAP4,CpG,0.0
chr20_DMR_355,SMOX,CpG,0.0
chr20_DMR_356,CENPB,CpG,0.0
chr20_DMR_357,SOX12,CpG,0.0
chr20_DMR_358,C20orf112,CpG,0.0
chr20_DMR_359,LAMA5,CpG,0.0
chr20_DMR_360,SPEF1,CpG,0.0
chr20_DMR_361,SNAP25,CpG,0.0
chr20_DMR_363,NFS1,CpG,0.0
chr20_DMR_363,ROMO1,CpG,0.0
chr20_DMR_364,MIR645,CpG,0.0
chr20_DMR_365,RALY,CpG,0.0
chr20_DMR_366,BMP2,CpG,0.0
chr20_DMR_367,TOP1,CpG,0.0
chr20_DMR_368,HRH3,CpG,0.0
chr20_DMR_369,TTLL9,CpG,0.0
chr20_DMR_369,DUSP15,CpG,0.0
chr20_DMR_370,ZBTB46,CpG,0.0
chr20_DMR_371,CYP24A1,CpG,0.0
chr20_DMR_372,PTPRA,CpG,0.0
chr20_DMR_373,TFAP2C,CpG,0.0
chr20_DMR_374,YWHAB,CpG,0.0
chr20_DMR_375,SLCO4A1,CpG,0.0
chr20_DMR_376,RPS21,CpG,0.0
chr20_DMR_377,PIGT,CpG,0.0
chr20_DMR_378,TP53INP2,CpG,0.0
chr20_DMR_379,CRNKL1,CpG,0.0
chr20_DMR_379,C20orf26,CpG,0.0
chr20_DMR_380,SNORA71D,CpG,0.0
chr20_DMR_380,LOC388796,CpG,0.0
chr20_DMR_381,PCSK2,CpG,0.0
chr20_DMR_382,ZNF341,CpG,0.0
chr20_DMR_383,KCNB1,CpG,0.0
chr20_DMR_384,ADRA1D,CpG,0.0
chr20_DMR_385,ZMYND8,CpG,0.0
chr20_DMR_386,STAU1,CpG,0.0
chr20_DMR_387,GSS,CpG,0.0
chr20_DMR_388,ITCH,CpG,0.0
chr20_DMR_389,DSN1,CpG,0.0
chr20_DMR_390,SPAG4L,CpG,0.0
chr20_DMR_391,NKAIN4,CpG,0.0
chr20_DMR_392,C20orf85,CpG,0.0
chr20_DMR_393,APCDD1L,CpG,0.0
chr20_DMR_394,DLGAP4,CpG,0.0
chr20_DMR_395,SERINC3,CpG,0.0
chr20_DMR_396,ATP5E,CpG,0.0
chr20_DMR_397,LOC388789,CpG,0.0
chr20_DMR_398,ATP9A,CpG,0.0
chr20_DMR_399,PRPF6,CpG,0.0
chr20_DMR_400,HM13,CpG,0.0
chr20_DMR_401,E2F1,CpG,0.0
chr20_DMR_402,C20orf117,CpG,0.0
chr20_DMR_403,UQCC,CpG,0.0
chr20_DMR_404,CST8,CpG,0.0
chr20_DMR_405,TMX4,CpG,0.0
chr20_DMR_406,PCNA,CpG,0.0
chr20_DMR_406,CDS2,CpG,0.0
chr20_DMR_407,SCRT2,CpG,0.0
chr20_DMR_408,PSMF1,CpG,0.0
chr20_DMR_409,SSTR4,CpG,0.0
chr20_DMR_411,PARD6B,CpG,0.0
chr20_DMR_412,RTEL1,CpG,0.0
chr20_DMR_413,MMP9,CpG,0.0
chr20_DMR_414,CPXM1,CpG,0.0
chr20_DMR_415,MYBL2,CpG,0.0
chr20_DMR_416,PKIG,CpG,0.0
chr20_DMR_417,EPB41L1,CpG,0.0
chr20_DMR_418,TAF4,CpG,0.0
chr20_DMR_419,CABLES2,CpG,0.0
chr20_DMR_420,SLC24A3,CpG,0.0
chr20_DMR_421,TCEA2,CpG,0.0
chr20_DMR_422,CRLS1,CpG,0.0
chr20_DMR_423,RBBP9,CpG,0.0
chr20_DMR_424,CHMP4B,CpG,0.0
chr20_DMR_426,APCDD1L,CpG,0.0
chr20_DMR_427,PTPRA,CpG,0.0
chr20_DMR_428,TNNC2,CpG,0.0
chr20_DMR_429,RTEL1,CpG,0.0
chr20_DMR_430,C20orf4,CpG,0.0
chr20_DMR_431,MANBAL,CpG,0.0
chr20_DMR_432,C20orf24,CpG,0.0
chr20_DMR_433,TRIB3,CpG,0.0
chr20_DMR_434,CDH26,CpG,0.0
chr20_DMR_435,COL9A3,CpG,0.0
chr20_DMR_436,CEP250,CpG,0.0
chr20_DMR_437,DEFB126,CpG,0.0
chr20_DMR_438,HAO1,CpG,0.0
chr20_DMR_439,WFDC6,CpG,0.0
chr20_DMR_440,RAD21L1,CpG,0.0
chr20_DMR_441,CDH4,CpG,0.0
chr20_DMR_442,FAM110A,CpG,0.0
chr20_DMR_443,NCOA5,CpG,0.0
chr20_DMR_444,LRRN4,CpG,0.0
chr20_DMR_445,C20orf11,CpG,0.0
chr20_DMR_445,DIDO1,CpG,0.0
chr20_DMR_446,TGM2,CpG,0.0
chr20_DMR_447,SSTR4,CpG,0.0
chr20_DMR_448,SNTA1,CpG,0.0
chr20_DMR_449,STX16,CpG,0.0
chr20_DMR_450,AVP,CpG,0.0
chr20_DMR_451,C20orf194,CpG,0.0
chr20_DMR_452,OSBPL2,CpG,0.0
chr20_DMR_453,MAFB,CpG,0.0
chr20_DMR_454,C20orf56,CpG,0.0
chr20_DMR_455,KIF16B,CpG,0.0
chr20_DMR_456,RPN2,CpG,0.0
chr20_DMR_456,C20orf132,CpG,0.0
chr20_DMR_458,XRN2,CpG,0.0
chr20_DMR_459,LOC284805,CpG,0.0
chr20_DMR_461,KCNG1,CpG,0.0
chr20_DMR_462,NKX2-2,CpG,0.0
chr20_DMR_463,SLC32A1,CpG,0.0
chr20_DMR_464,C20orf200,CpG,0.0
chr20_DMR_464,C20orf166,CpG,0.0
chr20_DMR_465,DOK5,CpG,0.0
chr20_DMR_466,AHCY,CpG,0.0
chr20_DMR_467,VAPB,CpG,0.0
chr20_DMR_468,LOC339568,CpG,0.0
chr20_DMR_469,ZNF343,CpG,0.0
chr20_DMR_470,CBFA2T2,CpG,0.0
chr20_DMR_471,ZSWIM1,CpG,0.0
chr20_DMR_473,CTNNBL1,CpG,0.0
chr20_DMR_474,PYGB,CpG,0.0
chr20_DMR_475,KIAA1755,CpG,0.0
chr20_DMR_476,SCRT2,CpG,0.0
chr20_DMR_477,C20orf108,CpG,0.0
chr20_DMR_478,TBC1D20,CpG,0.0
chr20_DMR_479,BFSP1,CpG,0.0
chr20_DMR_480,C20orf117,CpG,0.0
chr20_DMR_481,TMEM90B,CpG,0.0
chr20_DMR_482,PMEPA1,CpG,0.0
chr20_DMR_483,ZNF334,CpG,0.0
chr20_DMR_484,IFT52,CpG,0.0
chr20_DMR_485,ADRM1,CpG,0.0
chr20_DMR_486,RPRD1B,CpG,0.0
chr20_DMR_486,KIAA0406,CpG,0.0
chr20_DMR_487,EEF1A2,CpG,0.0
chr20_DMR_488,NCOA6,CpG,0.0
chr20_DMR_489,C20orf46,CpG,0.0
chr20_DMR_491,SDC4,CpG,0.0
chr20_DMR_492,ZBP1,CpG,0.0
chr20_DMR_493,C20orf43,CpG,0.0
chr20_DMR_495,SLC12A5,CpG,0.0
chr20_DMR_496,HAR1B,CpG,0.0
chr20_DMR_496,HAR1A,CpG,0.0
chr20_DMR_497,SRXN1,CpG,0.0
chr20_DMR_498,OVOL2,CpG,0.0
chr20_DMR_499,SLCO4A1,CpG,0.0
chr20_DMR_499,LOC100127888,CpG,0.0
chr20_DMR_500,PRND,CpG,0.0
chr20_DMR_501,DEFB119,CpG,0.0
chr20_DMR_502,RBM39,CpG,0.0
chr20_DMR_503,PSMF1,CpG,0.0
chr20_DMR_504,EDN3,CpG,0.0
chr20_DMR_505,JAG1,CpG,0.0
chr20_DMR_506,PTPN1,CpG,0.0
chr20_DMR_507,NECAB3,CpG,0.0
chr20_DMR_507,C20orf144,CpG,0.0
chr20_DMR_508,RP5-1022P6.2,CpG,0.0
chr20_DMR_509,EYA2,CpG,0.0
chr20_DMR_510,PDRG1,CpG,0.0
chr20_DMR_512,FLRT3,CpG,0.0
chr20_DMR_512,MACROD2,CpG,0.0
chr20_DMR_513,DUSP15,CpG,0.0
chr20_DMR_514,MATN4,CpG,0.0
chr20_DMR_515,CD93,CpG,0.0
chr20_DMR_516,ATRN,CpG,0.0
chr20_DMR_517,ZBTB46,CpG,0.0
chr20_DMR_521,SEC23B,CpG,0.0
chr20_DMR_524,LOC284788,CpG,0.0
chr20_DMR_525,PXMP4,CpG,0.0
chr20_DMR_526,PROCR,CpG,0.0
chr20_DMR_528,PRIC285,CpG,0.0
chr20_DMR_529,GDF5,CpG,0.0
chr20_DMR_532,C20orf103,CpG,0.0
chr20_DMR_533,STMN3,CpG,0.0
chr20_DMR_534,OSBPL2,CpG,0.0
chr20_DMR_536,ADRM1,CpG,0.0
chr20_DMR_537,NCRNA00176,CpG,0.0
chr20_DMR_539,GATA5,CpG,0.0
chr20_DMR_540,TH1L,CpG,0.0
chr20_DMR_541,CHGB,CpG,0.0
chr20_DMR_544,PIGU,CpG,0.0
chr20_DMR_545,RASSF2,CpG,0.0
chr20_DMR_546,GNAS,CpG,0.0
chr20_DMR_547,CDH22,CpG,0.0
chr20_DMR_548,PMEPA1,CpG,0.0
chr20_DMR_549,DEFB121,CpG,0.0
chr20_DMR_552,TRIB3,CpG,0.0
chr20_DMR_554,C20orf160,CpG,0.0
chr20_DMR_555,NKX2-2,CpG,0.0
chr20_DMR_556,INSM1,CpG,0.0
chr20_DMR_557,ZBTB46,CpG,0.0
chr20_DMR_558,LOC647979,CpG,0.0
chr20_DMR_559,TSHZ2,CpG,0.0
chr20_DMR_560,PPDPF,CpG,0.0
chr20_DMR_561,PTPRT,CpG,0.0
chr20_DMR_562,EFCAB8,CpG,0.0
chr20_DMR_563,RBCK1,CpG,0.0
chr20_DMR_564,JPH2,CpG,0.0
chr20_DMR_566,SALL4,CpG,0.0
chr20_DMR_567,CHRNA4,CpG,0.0
chr20_DMR_568,WFDC10B,CpG,0.0
chr20_DMR_568,WFDC13,CpG,0.0
chr20_DMR_569,ZGPAT,CpG,0.0
chr20_DMR_569,ARFRP1,CpG,0.0
chr20_DMR_571,PLCB1,CpG,0.0
chr20_DMR_572,SFRS6,CpG,0.0
chr20_DMR_573,RNF114,CpG,0.0
chr20_DMR_574,ADIG,CpG,0.0
chr20_DMR_575,BPI,CpG,0.0
chr20_DMR_576,SOX18,CpG,0.0
chr20_DMR_577,TGM6,CpG,0.0
chr20_DMR_578,TSPYL3,CpG,0.0
chr20_DMR_581,C20orf56,CpG,0.0
chr20_DMR_582,MIR124-3,CpG,0.0
chr20_DMR_583,SMOX,CpG,0.0
chr20_DMR_584,GNAS,CpG,0.0
chr20_DMR_586,C20orf118,CpG,0.0
chr20_DMR_587,NKAIN4,CpG,0.0
chr20_DMR_587,FLJ16779,CpG,0.0
chr20_DMR_588,GMEB2,CpG,0.0
chr20_DMR_589,PCNA,CpG,0.0
chr20_DMR_590,DEFB123,CpG,0.0
chr20_DMR_591,ELMO2,CpG,0.0
chr20_DMR_592,KCNQ2,CpG,0.0
chr20_DMR_595,SPATA2,CpG,0.0
chr20_DMR_596,GATA5,CpG,0.0
chr20_DMR_597,GTSF1L,CpG,0.0
chr20_DMR_598,E2F1,CpG,0.0
chr20_DMR_599,DNAJC5,CpG,0.0
chr20_DMR_600,TSHZ2,CpG,0.0
chr20_DMR_601,MAVS,CpG,0.0
chr20_DMR_602,C20orf160,CpG,0.0
chr20_DMR_603,PFDN4,CpG,0.0
chr20_DMR_605,SLCO4A1,CpG,0.0
chr20_DMR_606,UCKL1,CpG,0.0
chr20_DMR_607,RIMS4,CpG,0.0
chr20_DMR_609,RBM12,CpG,0.0
chr20_DMR_609,CPNE1,CpG,0.0
chr20_DMR_610,TGM6,CpG,0.0
chr20_DMR_611,C20orf196,CpG,0.0
chr20_DMR_612,C20orf26,CpG,0.0
chr20_DMR_614,ADA,CpG,0.0
chr20_DMR_615,HAR1B,CpG,0.0
chr20_DMR_615,HAR1A,CpG,0.0
chr20_DMR_616,SIRPA,CpG,0.0
chr20_DMR_618,MYLK2,CpG,0.0
chr20_DMR_620,ASIP,CpG,0.0
chr20_DMR_621,ZNF337,CpG,0.0
chr20_DMR_623,C20orf166,CpG,0.0
chr20_DMR_624,GFRA4,CpG,0.0
chr20_DMR_625,IDH3B,CpG,0.0
chr20_DMR_626,MC3R,CpG,0.0
chr20_DMR_627,CST8,CpG,0.0
chr20_DMR_628,CDH4,CpG,0.0
chr20_DMR_630,ZBTB46,CpG,0.0
chr20_DMR_631,SNPH,CpG,0.0
chr20_DMR_632,MMP24,CpG,0.0
chr20_DMR_633,NEURL2,CpG,0.0
chr20_DMR_633,C20orf165,CpG,0.0
chr21_DMR_1,TRPM2,CpG,0.0
chr21_DMR_2,UBASH3A,CpG,0.0
chr21_DMR_4,IL10RB,CpG,0.0
chr21_DMR_5,NCRNA00114,CpG,0.0
chr21_DMR_6,ITGB2,CpG,0.0
chr21_DMR_7,ITGB2,CpG,0.0
chr21_DMR_8,ITSN1,CpG,0.0
chr21_DMR_9,IFNGR2,CpG,0.0
chr21_DMR_10,FAM165B,CpG,0.0
chr21_DMR_11,ERG,CpG,0.0
chr21_DMR_12,PRDM15,CpG,0.0
chr21_DMR_13,SLC19A1,CpG,0.0
chr21_DMR_14,KRTAP10-9,CpG,0.0
chr21_DMR_14,C21orf29,CpG,0.0
chr21_DMR_15,C2CD2,CpG,0.0
chr21_DMR_16,CLDN14,CpG,0.0
chr21_DMR_17,PDXK,CpG,0.0
chr21_DMR_18,S100B,CpG,0.0
chr21_DMR_19,AIRE,CpG,0.0
chr21_DMR_20,UMODL1,CpG,0.0
chr21_DMR_21,PCNT,CpG,0.0
chr21_DMR_22,KCNJ15,CpG,0.0
chr21_DMR_24,SYNJ1,CpG,0.0
chr21_DMR_25,CLDN14,CpG,0.0
chr21_DMR_26,KCNE1,CpG,0.0
chr21_DMR_27,C21orf121,CpG,0.0
chr21_DMR_28,C21orf125,CpG,0.0
chr21_DMR_29,C21orf84,CpG,0.0
chr21_DMR_30,LOC284837,CpG,0.0
chr21_DMR_31,BACH1,CpG,0.0
chr21_DMR_32,C21orf70,CpG,0.0
chr21_DMR_33,DOPEY2,CpG,0.0
chr21_DMR_34,HLCS,CpG,0.0
chr21_DMR_35,MORC3,CpG,0.0
chr21_DMR_36,APP,CpG,0.0
chr21_DMR_37,NCAM2,CpG,0.0
chr21_DMR_38,GRIK1,CpG,0.0
chr21_DMR_39,IFNGR2,CpG,0.0
chr21_DMR_40,AGPAT3,CpG,0.0
chr21_DMR_41,CHODL,CpG,0.0
chr21_DMR_42,RUNX1,CpG,0.0
chr21_DMR_44,NCRNA00114,CpG,0.0
chr21_DMR_45,SIM2,CpG,0.0
chr21_DMR_46,CBS,CpG,0.0
chr21_DMR_47,CBS,CpG,0.0
chr21_DMR_48,PTTG1IP,CpG,0.0
chr21_DMR_50,NRIP1,CpG,0.0
chr21_DMR_51,PCBP3,CpG,0.0
chr21_DMR_53,TFF3,CpG,0.0
chr21_DMR_54,C21orf33,CpG,0.0
chr21_DMR_55,ADAMTS5,CpG,0.0
chr21_DMR_56,PCNT,CpG,0.0
chr21_DMR_57,C21orf62,CpG,0.0
chr21_DMR_58,MIR802,CpG,0.0
chr21_DMR_59,KCNJ15,CpG,0.0
chr21_DMR_60,KRTAP12-3,CpG,0.0
chr21_DMR_60,C21orf29,CpG,0.0
chr21_DMR_61,FAM3B,CpG,0.0
chr21_DMR_63,SON,CpG,0.0
chr21_DMR_63,GART,CpG,0.0
chr21_DMR_64,HSF2BP,CpG,0.0
chr21_DMR_65,MCM3APAS,CpG,0.0
chr21_DMR_65,LSS,CpG,0.0
chr21_DMR_66,KCNJ6,CpG,0.0
chr21_DMR_67,JAM2,CpG,0.0
chr21_DMR_68,KCNJ15,CpG,0.0
chr21_DMR_69,DYRK1A,CpG,0.0
