"DMR","CpGs"
"chr14_DMR_402","cg21063480;cg04947514;cg06175025;cg27553433;cg18569885"
"chr14_DMR_403","cg05175318;cg24020215"
"chr14_DMR_404","cg00103685;cg19886565;cg02213475;cg23707230"
"chr14_DMR_405","cg19937979;cg07139509;cg18477204;cg23920953;cg04571965;cg14912575;cg06806969;cg00551910;cg02380334;cg07004386;cg14539393"
"chr14_DMR_406","cg06801852;cg18324600"
"chr14_DMR_407","cg01790464;cg01267709;cg08104568"
"chr14_DMR_408","cg06762902;cg19941270;cg12720459;cg14058432;cg19564637;cg21099488;cg18461649;cg06744740"
"chr14_DMR_409","cg12815974;cg16313891;cg27134659;cg23997871;cg10314752;cg03005685"
"chr14_DMR_410","cg13167816;cg03047995"
"chr14_DMR_411","cg23912878;cg27057210;cg11847459;cg01767202;cg21443584"
"chr14_DMR_412","cg07188233;cg09972424;cg00355673;cg26673609;cg20089531;cg11817993;cg12027153;cg10500579;cg09458170;cg02013035;cg02028524;cg07468777;cg06216926"
"chr14_DMR_413","cg24078363;cg11305077;cg18442587;cg23948080;cg24996930;cg14124894;cg07559696;cg12825804;cg18489434;cg02735446;cg01423820;cg20881054;cg13552742"
"chr14_DMR_414","cg06945697;cg22916215;cg11773456"
"chr14_DMR_415","cg23380751;cg10287111;cg15880113"
"chr14_DMR_416","cg02032696;cg20454158;cg18484507;cg25006823"
"chr14_DMR_417","cg18389827;cg16575291;cg23930114;cg07005994"
"chr14_DMR_418","cg01672820;cg15432414;cg20009671"
"chr14_DMR_419","cg16409562;cg00957580"
"chr14_DMR_420","cg26338427;cg01937701;cg01878807;cg24555600;cg05171021"
"chr14_DMR_421","cg00967238;cg16413619;cg12615951;cg26923779;cg16063115;cg03916227"
"chr14_DMR_422","cg18844176;cg18703003;cg18229107;cg06459066;cg14225481;cg23318560"
"chr14_DMR_423","cg23138682;cg15346917;cg00708642;cg02198017"
"chr14_DMR_424","cg25062251;cg23947828;cg22800007;cg19885388;cg23356302"
"chr14_DMR_425","cg16597391;cg22273182"
"chr14_DMR_426","cg08050305;cg21807594"
"chr14_DMR_427","cg15346168;cg12177793;cg26009486;cg13565866;cg01233722;cg25076767;cg06111454;cg07162820;cg00462311;cg13536265;cg01658259;cg26705574"
"chr14_DMR_428","cg21496948;cg13982601"
"chr14_DMR_429","cg19775206;cg12173661;cg16736080;cg26267081;cg13737408"
"chr14_DMR_430","cg02890030;cg23385365;cg23991368;cg05649724;cg00366223;cg18598877;cg10008953"
"chr14_DMR_431","cg07184439;cg02873700;cg26988241;cg01485704;cg01096546;cg23106158;cg19958009;cg15316458;cg10008539;cg19774553;cg00061086;cg09131529;cg11700584"
"chr14_DMR_432","cg19330592;cg18639180;cg12563839;cg23296408;cg26288577;cg09943560;cg12141611;cg06907680;cg15442728"
"chr14_DMR_433","cg10859966;cg06815153;cg04274978;cg04842215;cg05170515;cg23951198;cg16075951;cg13105904"
"chr14_DMR_434","cg18694192;cg05300132;cg08309106;cg11826201;cg07366967;cg00925766"
"chr14_DMR_435","cg16709294;cg01101058"
"chr14_DMR_436","cg14345980;cg18732546;cg01120776;cg25729534;cg16522491"
"chr14_DMR_437","cg25030467;cg24112221;cg01136776"
"chr14_DMR_438","cg03923274;cg24044049;cg25600027;cg23004043;cg13016115;cg13273789;cg03591223"
"chr14_DMR_439","cg12190105;cg00747184;cg14253899;cg14179763;cg01923255"
"chr14_DMR_440","cg01230508;cg20040285;cg26085285;cg01858923;cg13555543;cg00090767;cg10345337;cg08737421;cg26179022;cg12022049;cg27079563;cg04318212"
"chr14_DMR_441","cg18195228;cg21022906;cg00412931"
"chr14_DMR_442","cg03535253;cg00705661;cg00846498"
"chr14_DMR_443","cg19777396;cg24152000;cg13572596;cg27172568;cg01716827;cg18693479"
"chr14_DMR_444","cg14067014;cg13784763;cg12686842;cg00128654;cg24998815"
"chr14_DMR_445","cg03468541;cg05304806;cg13678112;cg18262260;cg22794378;cg10756125;cg14046757;cg20862309;cg19874145"
"chr14_DMR_446","cg13130031;cg23683254"
"chr14_DMR_447","cg24779941;cg15827779"
"chr14_DMR_448","cg10363885;cg26236177;cg24757937"
"chr14_DMR_449","cg26207909;cg16497661;cg23307798;cg26002218"
"chr14_DMR_450","cg10212517;cg18225536;cg05160963;cg23302284;cg01913958;cg12326934;cg21660424"
"chr14_DMR_451","cg23232719;cg09191594"
"chr14_DMR_452","cg27175475;cg08625335;cg26121561;cg00883854"
"chr14_DMR_453","cg22843395;cg10420398;cg19980148;cg02233890;cg04585992;cg12675800"
"chr14_DMR_454","cg10975863;cg13803234"
"chr14_DMR_455","cg15904664;cg07022764;cg14969899;cg20870298"
"chr14_DMR_456","cg16763443;cg18294691;cg01075271;cg05168491"
"chr14_DMR_457","cg22837406;cg02980823;cg14171478;cg04371779;cg04116494;cg23919140"
"chr14_DMR_458","cg23634134;cg09925855;cg05236591"
"chr14_DMR_459","cg02809404;cg19566774;cg16689937;cg15445722;cg18075299"
"chr14_DMR_460","cg06190732;cg19744211"
"chr14_DMR_461","cg23953669;cg25057591;cg26081613;cg16041123;cg16747567;cg18022322;cg15332261;cg10348920"
"chr14_DMR_462","cg23428725;cg26206910;cg23873398;cg04349673;cg14975700;cg02319043;cg07840472;cg21219398"
"chr14_DMR_463","cg20052865;cg01526498"
"chr14_DMR_464","cg26191576;cg26551843;cg16124934;cg19899223;cg06998765"
"chr14_DMR_465","cg26069353;cg09290941;cg26107597;cg02047809;cg16966992"
"chr14_DMR_466","cg18655384;cg01866038;cg15897970;cg14926717;cg10227327;cg05173737;cg01779765;cg01613638;cg01459854"
"chr14_DMR_467","cg20916237;cg13905388;cg00875191;cg10840007;cg02949992;cg23394480;cg02273166;cg10247358;cg02379052"
"chr14_DMR_468","cg14238081;cg16528022;cg18436128;cg10534904;cg25078442;cg12491765;cg20252067;cg14856684;cg06690633"
"chr14_DMR_469","cg25975379;cg14102251;cg15337055"
"chr14_DMR_470","cg04224064;cg18468354;cg15388804;cg00928167;cg09328362;cg14956197;cg01509464"
"chr14_DMR_471","cg01186240;cg26386436;cg13612274;cg15594750"
"chr14_DMR_472","cg08112354;cg15895213;cg02198617;cg23541019;cg11836154;cg00460818;cg02063360;cg18324576;cg08295608"
"chr14_DMR_473","cg20927952;cg18638383;cg04684003;cg07932479;cg09430689"
"chr14_DMR_474","cg10112022;cg10759361;cg18658371;cg23488851;cg25398949;cg02904235"
"chr14_DMR_475","cg14352715;cg23038560"
"chr14_DMR_476","cg01767544;cg13651690;cg04903883;cg23641237;cg23684139;cg10845171;cg21220247;cg25030802;cg01098955;cg15144068"
"chr14_DMR_477","cg05320842;cg02617898"
"chr14_DMR_478","cg14867604;cg21164440;cg19891001;cg21054473;cg15698066"
"chr14_DMR_479","cg01919011;cg04407490"
"chr14_DMR_480","cg16247931;cg18211447;cg10924374;cg14532720;cg22797944"
"chr14_DMR_481","cg19732469;cg12810183;cg13531234;cg12073310;cg00715988"
"chr14_DMR_482","cg20033652;cg03048432;cg08189198;cg16449219"
"chr14_DMR_483","cg22947154;cg08161617;cg12873692;cg19619721;cg01141043;cg21032728;cg13782781;cg02924619;cg14060296;cg25009451;cg21035222;cg12582607;cg25598086;cg03005055;cg00880494;cg08317373;cg00932128;cg26357885;cg01520924;cg26078793;cg13210403;cg14057961"
"chr14_DMR_484","cg08051604;cg09971102"
"chr14_DMR_485","cg06726056;cg16587158;cg06961065;cg23911465;cg11574970;cg23266204;cg20011974;cg17944603;cg05028768"
"chr14_DMR_486","cg18513551;cg16347828;cg03210340;cg07102072"
"chr14_DMR_487","cg23595621;cg10934032"
"chr14_DMR_488","cg04001333;cg04872848;cg18971241;cg26344619"
"chr14_DMR_489","cg03004198;cg00873533;cg00886571;cg16800111;cg18935937"
"chr14_DMR_490","cg05194618;cg21102227;cg23695485;cg02082203;cg01340952;cg21096966;cg01555604;cg01938354;cg02034974;cg16718942;cg00660989"
"chr14_DMR_491","cg04166070;cg10787120;cg16369911;cg25951811;cg23201883;cg10208649;cg17397259;cg09791182;cg07494420;cg17504464"
"chr14_DMR_492","cg14512346;cg12159314;cg07031872;cg24195486"
"chr14_DMR_493","cg10758227;cg07159958;cg01919895;cg18368807;cg13097993"
"chr14_DMR_494","cg16555466;cg06181761"
"chr14_DMR_495","cg19949955;cg18945335;cg13776560;cg01935149;cg06776588;cg05836965;cg24773418;cg23480730;cg05646686;cg10460377;cg11444379;cg05082965;cg03298319"
"chr14_DMR_496","cg04246008;cg10066332;cg11878319;cg03586793"
"chr14_DMR_497","cg11130317;cg11144753;cg01997272;cg17275781"
"chr14_DMR_498","cg19739482;cg26435109"
"chr14_DMR_499","cg23418097;cg04379738;cg23716101;cg15453599;cg15522118"
"chr14_DMR_500","cg02889909;cg18503615;cg09961083;cg20054703"
"chr14_DMR_501","cg24123563;cg03047785;cg14868663;cg10762939;cg20555564;cg16575379;cg12020437;cg20087917;cg17598875;cg00906107;cg15452479;cg16765663;cg19815139"
"chr14_DMR_502","cg08214927;cg26926631"
"chr14_DMR_503","cg19614698;cg15345769;cg16520046;cg18653282;cg02216784;cg16321048"
"chr14_DMR_504","cg00021108;cg12169365;cg03485262;cg16150677;cg23067281"
"chr14_DMR_505","cg19959591;cg07464201;cg12841020"
"chr14_DMR_506","cg24665290;cg21101356;cg08244848;cg16785755;cg07019438;cg15928900;cg22832061;cg19548652;cg05769169;cg08122140"
"chr14_DMR_507","cg00696464;cg06917265"
"chr14_DMR_508","cg23456826;cg13809815;cg13209455;cg12965799;cg00770265;cg05197323;cg02818520;cg22786903;cg25122841;cg24770927"
"chr14_DMR_509","cg11138227;cg06799735;cg01513078"
"chr14_DMR_510","cg13174850;cg15186869;cg11172299"
"chr14_DMR_511","cg21927177;cg13697735;cg12063688;cg08248849"
"chr14_DMR_512","cg05875239;cg27040968;cg00867901"
"chr14_DMR_513","cg08790491;cg10844118;cg26429530;cg14272338;cg02136725;cg10064886;cg17323045;cg08066755;cg12203852;cg25463831;cg14460816;cg20996579;cg14077301;cg06154646;cg10242170"
"chr14_DMR_514","cg02218134;cg12151820;cg11220635;cg21238221"
"chr14_DMR_515","cg04301104;cg15829467;cg18891127"
"chr14_DMR_516","cg18177243;cg08243827;cg16342550;cg04614700;cg16420801"
"chr14_DMR_517","cg11017318;cg05398967"
"chr14_DMR_518","cg15440688;cg23074992;cg01695643"
"chr14_DMR_519","cg14270581;cg23897302"
"chr14_DMR_520","cg02155796;cg03451296;cg07046399;cg23411981;cg18576588;cg23542308;cg17818900;cg15532667"
"chr14_DMR_521","cg23327992;cg13809864;cg11065693;cg04260516;cg13620526;cg19556208;cg27294983;cg11022340"
"chr14_DMR_522","cg13729548;cg08087268;cg05049312"
"chr14_DMR_523","cg19573166;cg26922038;cg23464698"
"chr14_DMR_524","cg04290510;cg18471460;cg02252340;cg20908785;cg14144732;cg20454620;cg03724882;cg04276794;cg24032252;cg01209943;cg02626977"
"chr14_DMR_525","cg11135612;cg14152268;cg08111922;cg23908015;cg26396415;cg13581362;cg03734896"
"chr14_DMR_526","cg10550320;cg11122939;cg18611777;cg16723134;cg23602684;cg20454520;cg05047223;cg26071823;cg13754859;cg05017015;cg03342278;cg02930876;cg25487438;cg21092008"
"chr14_DMR_527","cg09382430;cg19772317;cg18631948;cg23052213;cg05335832;cg10506402;cg13226139"
"chr14_DMR_528","cg06721393;cg00994629"
"chr14_DMR_529","cg18577509;cg10784821"
"chr14_DMR_530","cg20005934;cg18500714;cg15067018;cg19043042"
"chr14_DMR_531","cg26264429;cg05152925;cg06755612;cg19879772;cg10305667"
"chr14_DMR_532","cg04327761;cg18706879;cg04908325;cg21135682;cg21571665;cg12152256"
"chr14_DMR_533","cg13798721;cg16527327;cg19730687;cg04846648;cg02043070;cg26687098;cg19426827"
"chr14_DMR_534","cg10374258;cg04962528;cg21011425;cg18867902"
"chr14_DMR_535","cg20267408;cg26938334;cg16110645"
"chr14_DMR_536","cg14262740;cg23234847;cg08072356"
"chr14_DMR_537","cg26392523;cg20927695;cg05032550;cg01889897;cg14159901;cg14083376"
"chr14_DMR_538","cg04570283;cg06848865;cg14159367;cg13022888;cg23348582;cg09927483;cg08086809"
"chr14_DMR_539","cg04723401;cg00946992;cg08273957;cg16791619;cg15925383;cg20286114;cg21886425"
"chr14_DMR_540","cg22897701;cg14474150;cg02907662;cg26405962;cg19612114"
"chr14_DMR_541","cg21157519;cg08081708;cg02221143;cg18561899;cg23580410;cg18380353;cg04318602;cg05837075;cg26575110;cg15393565;cg08554114"
"chr14_DMR_542","cg10119705;cg10212537;cg23206622;cg02008727;cg10213488"
"chr14_DMR_543","cg01002381;cg10741025;cg04426862;cg22968936;cg19538655;cg06749715;cg24066316;cg01794426;cg19032066"
"chr14_DMR_544","cg16411863;cg24696715;cg16292972;cg03395898;cg10502508;cg05864191;cg08615333;cg18298494;cg17928876;cg13643339"
"chr14_DMR_545","cg04913114;cg09998189"
"chr14_DMR_546","cg09397716;cg19913537"
"chr14_DMR_547","cg00687612;cg10824725"
"chr14_DMR_548","cg05923197;cg08046044;cg05928290;cg01873886;cg09367901"
"chr14_DMR_549","cg11775391;cg19775898;cg17466535;cg07513231;cg07964109;cg12241299;cg15855036;cg11182381;cg14353162"
"chr14_DMR_550","cg14006181;cg09241022;cg13046832;cg01302656;cg23059304"
"chr14_DMR_551","cg14941541;cg01601050"
"chr14_DMR_552","cg00999865;cg01682506;cg18366782;cg18322546;cg25555279"
"chr14_DMR_553","cg05406637;cg13153329"
"chr14_DMR_554","cg14019523;cg22897193"
"chr14_DMR_555","cg09970967;cg26124115;cg11490446;cg13173405;cg11143091;cg01435493"
"chr14_DMR_556","cg10801634;cg19841859;cg25028996;cg20932692;cg26397019;cg07481194;cg07571284;cg23690380;cg13769672"
"chr14_DMR_557","cg07527324;cg05131266"
"chr14_DMR_558","cg27294268;cg04926361;cg22945387;cg23542968;cg01611862;cg16478719;cg10385303"
"chr14_DMR_559","cg09934894;cg05546763;cg23919111;cg19427686;cg22895377"
"chr14_DMR_560","cg18367124;cg09011458"
"chr14_DMR_561","cg03882923;cg00761861;cg26260369;cg25002044;cg01850934;cg00682653;cg24131747;cg04216395;cg04269351;cg18567504;cg13912060;cg05399494"
"chr14_DMR_562","cg11112791;cg01677545;cg20066602;cg12777448;cg10209752;cg05733554;cg15908186;cg17913451"
"chr14_DMR_563","cg14261875;cg21119293"
"chr14_DMR_564","cg06588247;cg10807698;cg19730801"
"chr14_DMR_565","cg23050178;cg15394648;cg04993592;cg15859632;cg22624926;cg03493361;cg23614605"
"chr14_DMR_566","cg21899473;cg15984596"
"chr14_DMR_567","cg21039708;cg05241355;cg06966811;cg13023623;cg16793394;cg25092838;cg02086467;cg02036261;cg03091551;cg00822495;cg15607672;cg23365739;cg09624466;cg18241942;cg26998537;cg01213381"
"chr14_DMR_568","cg04184810;cg04983807"
"chr14_DMR_569","cg21526750;cg23708763;cg20828120"
"chr14_DMR_570","cg16106804;cg15503076"
"chr14_DMR_571","cg01687037;cg16694896;cg23831110;cg09936895;cg09358751"
"chr14_DMR_572","cg13570982;cg17403875"
"chr14_DMR_573","cg17011080;cg11887721;cg18730905;cg19637116;cg20290527;cg10740670;cg02311747;cg22973974"
"chr14_DMR_574","cg19001023;cg18238340"
"chr14_DMR_575","cg10741333;cg16396954;cg14702655;cg10406153;cg15457745;cg03188118;cg01767732"
"chr14_DMR_576","cg20978937;cg20145009;cg22072935"
"chr14_DMR_577","cg04345108;cg08703971"
"chr14_DMR_578","cg24988789;cg18163342;cg22454744"
"chr14_DMR_579","cg07163389;cg26104640;cg08037115"
"chr14_DMR_580","cg18299778;cg20300135"
"chr14_DMR_581","cg26158983;cg12930714"
"chr14_DMR_582","cg13560408;cg02101808;cg11078810;cg16066696;cg14650559;cg05814822;cg12451007;cg18400454"
"chr14_DMR_583","cg04347874;cg13600489;cg14005139;cg11108269;cg14867569;cg20916066;cg05295557;cg10999312;cg07115542;cg23906738;cg13980454;cg01782227;cg13558403;cg04702660;cg14290904;cg07345734;cg23493031;cg12249575;cg05946827"
"chr14_DMR_584","cg02022380;cg23546343;cg18340059;cg06165706;cg15516314"
"chr14_DMR_585","cg10526223;cg04190578"
"chr14_DMR_586","cg14976660;cg21868779;cg02719508;cg01412886"
"chr14_DMR_587","cg10422233;cg01104208;cg08048720;cg24154777;cg09380688"
"chr14_DMR_588","cg16326609;cg05898782;cg08816248;cg05151393;cg06934680"
"chr14_DMR_589","cg02058358;cg12180984;cg10024505"
"chr14_DMR_590","cg23262020;cg00914777;cg09217609;cg23033759;cg05199950;cg02830438;cg19600328;cg20521345"
"chr14_DMR_591","cg18538961;cg13573346;cg21874404"
"chr14_DMR_592","cg11891504;cg01547609;cg21807240;cg10979020;cg26692724;cg03978920"
"chr14_DMR_593","cg09837748;cg22926526;cg21061067;cg02259031;cg18580322;cg19554565;cg07906495;cg18956956;cg08810065"
"chr14_DMR_594","cg10173240;cg01045266;cg15919258;cg07042827;cg14190534;cg06027057"
"chr14_DMR_595","cg10564112;cg26120073;cg10511902"
"chr14_DMR_596","cg01287376;cg26066724"
"chr14_DMR_597","cg07197515;cg21496913;cg18426060;cg01749142;cg06895316;cg11830346;cg13774825;cg02956093;cg05726935"
"chr14_DMR_598","cg10046127;cg20489582;cg18283712;cg18284070;cg17071536;cg08231274;cg00735843;cg11094161;cg12018042"
"chr14_DMR_599","cg14337844;cg11206032;cg13578353;cg14183184"
"chr14_DMR_600","cg04701034;cg06782686;cg13592399;cg26394244;cg14897833;cg16695483;cg22881914;cg00766845;cg16066272;cg25685519;cg25277187;cg10149976;cg01231779;cg07975778"
"chr14_DMR_601","cg06963648;cg23411728;cg24170511;cg25939213;cg18504358;cg25412384"
"chr14_DMR_602","cg25999604;cg03474687;cg01812400;cg18597188;cg27002562"
"chr14_DMR_603","cg10814005;cg07063068"
"chr14_DMR_604","cg13503583;cg15787116;cg10825257"
"chr14_DMR_605","cg09990421;cg23564928;cg13109558;cg18885501;cg21033861;cg00620224;cg26218646;cg02911569;cg23623486;cg18962786;cg23551132"
"chr14_DMR_606","cg21574293;cg13721930"
"chr14_DMR_607","cg02091593;cg11147815;cg03056863;cg13520315;cg11138679"
"chr14_DMR_608","cg05942963;cg10100747;cg04810007;cg03208214;cg11445579;cg03938359"
"chr14_DMR_609","cg04822973;cg05193430"
"chr14_DMR_610","cg23620433;cg26424149;cg10537269;cg13619988;cg02277509;cg13015872;cg18843373"
"chr14_DMR_611","cg26916576;cg05398321"
"chr14_DMR_612","cg18812130;cg09965679;cg23699041;cg04798158;cg20475221;cg19182046"
"chr14_DMR_613","cg19509303;cg07460524"
"chr14_DMR_614","cg18425377;cg11730703;cg01836137;cg03576530;cg13578465;cg17331554;cg03719908;cg27286011"
"chr14_DMR_615","cg06834434;cg26126052;cg03802461;cg03510159;cg08299089;cg00417165"
"chr14_DMR_616","cg26514492;cg20333292;cg14359680;cg02797271"
"chr14_DMR_617","cg13093793;cg17346022;cg02333555;cg06161720;cg23659015;cg20478089"
"chr14_DMR_618","cg09995068;cg18105612;cg22925274;cg12919976;cg14871588"
"chr14_DMR_619","cg07141622;cg11051407;cg05969063"
"chr14_DMR_620","cg23373153;cg22870899;cg22856434;cg10723146;cg24047259;cg18507732;cg00157987;cg08146372;cg01902998"
"chr14_DMR_621","cg09294077;cg19926434;cg09345825;cg13200933;cg24111516;cg10477079;cg26048690"
"chr14_DMR_622","cg14162120;cg06251571;cg17661928;cg01770355;cg12851793;cg24095353"
"chr14_DMR_623","cg26354128;cg00741624"
"chr14_DMR_624","cg14442746;cg23060256"
"chr14_DMR_625","cg01147727;cg11813489"
"chr14_DMR_626","cg27279301;cg04329125;cg04439622"
"chr14_DMR_627","cg13272430;cg26108379;cg17084048;cg10836978;cg27059530;cg09195920;cg02045085;cg04504475;cg16741709;cg07218192;cg08157620"
"chr14_DMR_628","cg23176270;cg12965198;cg00579484;cg01515765"
"chr14_DMR_629","cg25074426;cg20265748;cg23574802"
"chr14_DMR_630","cg14377205;cg23173032;cg10940217;cg23509564;cg03976895;cg18432924"
"chr14_DMR_631","cg16506185;cg04956882"
"chr14_DMR_632","cg23093902;cg02183680;cg16235008;cg19691267;cg01578221;cg06889350;cg01903327;cg14984307"
"chr14_DMR_633","cg10168722;cg15416735;cg19578835;cg05295015;cg15914828;cg01087008;cg21731375;cg24126941;cg16539957;cg04215800;cg00018845;cg01085210;cg10574863"
"chr14_DMR_634","cg10147410;cg06777853"
"chr14_DMR_635","cg26310719;cg23117999"
"chr14_DMR_636","cg21029932;cg08106184;cg00071442;cg15229027;cg19583967;cg04210631"
"chr14_DMR_637","cg11795222;cg02173289;cg06757662;cg13364038;cg07738439;cg17261234"
"chr14_DMR_638","cg27295118;cg17313709"
"chr14_DMR_639","cg04855433;cg10240148"
"chr14_DMR_640","cg11059617;cg26392828;cg18425696;cg14985973;cg03059018;cg06726207;cg20283449;cg09970023"
"chr14_DMR_641","cg22878414;cg16372520"
"chr14_DMR_642","cg18229521;cg01802258"
"chr14_DMR_643","cg19630102;cg12648263"
"chr14_DMR_644","cg07959741;cg19637048"
"chr14_DMR_645","cg18252039;cg01739725;cg07115626;cg14041452;cg06743552;cg04565337"
"chr14_DMR_646","cg14986500;cg09331879;cg11718443;cg20375122"
"chr14_DMR_647","cg19611817;cg18151676;cg11886511;cg22937762;cg02273647;cg10332787;cg04166304;cg18207950;cg18174881"
"chr14_DMR_648","cg18422654;cg10731281"
"chr14_DMR_649","cg00742472;cg16323892;cg25017988;cg10041119;cg03314644"
"chr14_DMR_650","cg04134240;cg08188903;cg03844380"
"chr14_DMR_651","cg11792470;cg21519510;cg18081515;cg25611736;cg12468119"
"chr14_DMR_652","cg01561368;cg18882971;cg26971989;cg11145633;cg07958385;cg08308934;cg18927255;cg20964023;cg01004144;cg26910205;cg17313577;cg05084793;cg15390365;cg15203597;cg05992226"
"chr14_DMR_653","cg02064284;cg16461729;cg01761236"
"chr14_DMR_654","cg07570069;cg01743658"
"chr14_DMR_655","cg10509607;cg04913246"
"chr14_DMR_656","cg01989461;cg02167732;cg08043233;cg01724067;cg01948210;cg14421490;cg26165041;cg03471705;cg23203809;cg23581698;cg00972135;cg26957914;cg17498523"
"chr14_DMR_657","cg19645221;cg26435698;cg02923706;cg12049236"
"chr14_DMR_658","cg18443253;cg23248887;cg20868898;cg15874903;cg10746542;cg07471943;cg04265797"
"chr14_DMR_659","cg10853566;cg16465430"
"chr14_DMR_660","cg20951054;cg13791538"
"chr14_DMR_661","cg21492832;cg01545587;cg11597832;cg22634689"
"chr14_DMR_662","cg13665174;cg04310006;cg16322149;cg15358052;cg05978187;cg05195393;cg04509559;cg15843009;cg18165031;cg23346107;cg01517940;cg17926678;cg26931528;cg11185452;cg16714654;cg08562291"
"chr14_DMR_663","cg09400281;cg10040196;cg07003632;cg09211893;cg14185025;cg03673687;cg24969902;cg20686551"
"chr14_DMR_664","cg23217097;cg21547690;cg06765956;cg02150867;cg26967167;cg21526847;cg04171065;cg15856599;cg10327400;cg04784672;cg02454806;cg10318063;cg05943996;cg23955431;cg14021345;cg13526007;cg03566719"
"chr14_DMR_665","cg04913974;cg13998988"
"chr14_DMR_666","cg16782184;cg00015639"
"chr14_DMR_667","cg12924956;cg06429887"
"chr14_DMR_668","cg12882762;cg23409613;cg02177621;cg21092041;cg03803589"
"chr14_DMR_669","cg26985447;cg05160272"
"chr14_DMR_670","cg05344176;cg20326674"
"chr14_DMR_671","cg02937776;cg13264662;cg13729392;cg03055888;cg07572563;cg20262330;cg05917416;cg25346972"
"chr14_DMR_672","cg26286365;cg18359618"
"chr14_DMR_673","cg19790323;cg10869730"
"chr14_DMR_674","cg19903229;cg21493873;cg21220520"
"chr14_DMR_675","cg06814005;cg15860732;cg00685193;cg19635995;cg23114881;cg02077653;cg05029845"
"chr14_DMR_676","cg24041036;cg23068124;cg12533010;cg16082737;cg17351384;cg20337305"
"chr14_DMR_677","cg16747785;cg04812017;cg18258620"
"chr14_DMR_678","cg26925717;cg20060632;cg05654163"
"chr14_DMR_679","cg23528142;cg03659476;cg23954066;cg16391347;cg16381321"
"chr14_DMR_680","cg08079330;cg04732303"
"chr14_DMR_681","cg16689211;cg07472806"
"chr14_DMR_682","cg08017547;cg10755375;cg15944026;cg16438210;cg14415844;cg03946034"
"chr14_DMR_683","cg01170045;cg15895690"
"chr14_DMR_684","cg25159376;cg14454073;cg18095720;cg14279842;cg10510891;cg17076012;cg15365950"
"chr14_DMR_685","cg14056412;cg03546712;cg01268763;cg23254184;cg04953061;cg11248049;cg00652264;cg22228205;cg05119799"
"chr14_DMR_686","cg06609295;cg10087771;cg05895018"
"chr14_DMR_687","cg14274357;cg02884928"
"chr14_DMR_688","cg18912484;cg11871960;cg16300637;cg24034005;cg09298014"
"chr14_DMR_689","cg01595366;cg01937803;cg18927077"
"chr14_DMR_690","cg02165099;cg14400498"
"chr14_DMR_691","cg24986058;cg18077083"
"chr14_DMR_692","cg23915314;cg08252855;cg07606234;cg13510050"
"chr14_DMR_693","cg01739569;cg20448748;cg07490394;cg05041045;cg20279895;cg24478145;cg05637892"
"chr14_DMR_694","cg23706497;cg20278291;cg19976235;cg23316987"
"chr14_DMR_695","cg09376238;cg08115597;cg16360987;cg05863144;cg18920658;cg20005616"
"chr14_DMR_696","cg07081388;cg26135414;cg14851770;cg14883547;cg15522570;cg24668440;cg02148360;cg01606576;cg13892015;cg04871582"
"chr14_DMR_697","cg19867410;cg13509401"
"chr14_DMR_698","cg18280830;cg27175093;cg18916060"
"chr14_DMR_699","cg04244535;cg00903010;cg13577810;cg16774604;cg13054563;cg13012163"
"chr14_DMR_700","cg23702412;cg08265644;cg14358879;cg10563325;cg21512124;cg23609571;cg14174099;cg20409590;cg05203877"
"chr14_DMR_701","cg26053795;cg18408962;cg15861806;cg13496568;cg25563516"
"chr14_DMR_702","cg14220764;cg27601516"
"chr14_DMR_703","cg26786795;cg05282518"
"chr14_DMR_704","cg12853742;cg21886367;cg25775449;cg13840968"
"chr14_DMR_705","cg05134026;cg19005662;cg16372595;cg11474075"
"chr14_DMR_706","cg11887124;cg19945937;cg18804680;cg00488716"
"chr14_DMR_707","cg02281662;cg03575199"
"chr14_DMR_708","cg26360402;cg05890252;cg25008857;cg16717191;cg24112010"
"chr14_DMR_709","cg24162377;cg25938647"
"chr14_DMR_710","cg22958403;cg19821124"
"chr14_DMR_711","cg07943633;cg19070873;cg05906607;cg23505344"
"chr14_DMR_712","cg24482053;cg23407670"
"chr14_DMR_713","cg24707486;cg18089426;cg17008318;cg10189261;cg18684879"
"chr14_DMR_714","cg21209876;cg22935317;cg05143345"
"chr14_DMR_715","cg16494252;cg18259400;cg20901044;cg23665065"
"chr14_DMR_716","cg01080375;cg13244312;cg04905775;cg08280368;cg17498102"
"chr14_DMR_717","cg20244759;cg16252705"
"chr14_DMR_718","cg18256432;cg04737758;cg22922761"
"chr14_DMR_719","cg18129961;cg01863290"
"chr14_DMR_720","cg13735453;cg00940261;cg18302582;cg27508821"
"chr14_DMR_721","cg21495139;cg10281977;cg00107187;cg22943329;cg03734874"
"chr14_DMR_722","cg08136169;cg10052704"
"chr14_DMR_723","cg23347987;cg02452985;cg01987941;cg05179038"
"chr14_DMR_724","cg14295842;cg13267368;cg23336454;cg01941274;cg23565292;cg16051558;cg25974764;cg10123352;cg19584823;cg18157307"
"chr14_DMR_725","cg20474699;cg02617132;cg23572578;cg18997422;cg04114473;cg16727416;cg03240324;cg00252594;cg16787352;cg05879919"
"chr14_DMR_726","cg14866863;cg23318063;cg08826251;cg12454814;cg26118906"
"chr14_DMR_727","cg16999661;cg06778680;cg13823621;cg24963307"
"chr14_DMR_728","cg10118513;cg19718309"
